7,forest,,,,,,,
2,golgari guildgate,,,,,,,
1,overgrown tomb,,,,,,,
1,boros guildgate,,,,,,,
DOM,1,3,B,g,U,,,
2,fungal infection,,,,,,,
1,voldalian arcanist,,,,,,,
1,merfolk trickster,,,,,,,
2,caligo skin-witch,,,,,,,
1,rona disciple of gix,,,,,,,
1,skittering surveyor,,,,,,,
1,deep freeze,,,,,,,
1,divination,,,,,,,
1,wizard's retort,,,,,,,
1,soul salvage,,,,,,,
1,homarid explorer,,,,,,,
1,thallid omnivore,,,,,,,
1,josu vess lich knight,,,,,,,
1,dark bargain,,,,,,,
1,eviscerate,,,,,,,
1,wild onslaught,,,,,,,
1,academy journeymage,,,,,,,
1,cloudreader sphinx,,,,,,,
1,the eldest reborn,,,,,,,
1,cold-water snapper,,,,,,,
1,zahid djinn of the lamp,,,,,,,
8,island,,,,,,,
8,swamp,,,,,,,
1,forest,,,,,,,
DOM,4,3,B,R,,,,
1,fungal infection,,,,,,,
1,warlord's fury,,,,,,,
1,caligo skin-witch,,,,,,,
5,rat colony,,,,,,,
2,ghitu chronicler,,,,,,,
1,keldon overseer,,,,,,,
1,soul salvage,,,,,,,
1,verix bladewing,,,,,,,
2,dark bargain,,,,,,,
1,eviscerate,,,,,,,
1,karn scion of urza,,,,,,,
3,windgrace acolyte,,,,,,,
1,fiery intervention,,,,,,,
1,pardic wanderer,,,,,,,
1,haphazard bombarment,,,,,,,
10,swamp,,,,,,,
7,mountain,,,,,,,
DOM,7,1,B,G,r,,,
1,llanowar elves,,,,,,,
2,fungal infection,,,,,,,
1,caligo skin-witch,,,,,,,
1,llanowar scout,,,,,,,
1,fungal plots,,,,,,,
2,saproling migration,,,,,,,
1,song of freyalise,,,,,,,
1,krosan druid,,,,,,,
1,yavimaya sapherd,,,,,,,
1,hallar the firefletcher,,,,,,,
1,skittering surveyor,,,,,,,
2,grow from the ashes,,,,,,,
2,cabal paladin,,,,,,,
1,thallid omnivore,,,,,,,
1,demonlord belzenlok,,,,,,,
1,karazov sengir pureblood,,,,,,,
1,darigaaz reincarnated,,,,,,,
1,torgaar famine incarnate,,,,,,,
6,swamp,,,,,,,
2,mountain,,,,,,,
10,forest,,,,,,,
DOM,2,3,G,U,,,,
1,artificer's assistant,,,,,,,
1,sparring construct,,,,,,,
1,arcane flight,,,,,,,
1,voldalian arcanist,,,,,,,
1,untamed kavu,,,,,,,
1,blink of an eye,,,,,,,
1,fungal plots,,,,,,,
1,saproling migration,,,,,,,
3,academy drake,,,,,,,
1,tempest djinn,,,,,,,
1,aesthir glider,,,,,,,
1,skittering surveyor,,,,,,,
1,deep freeze,,,,,,,
2,jhoira's familiar,,,,,,,
1,weatherlight,,,,,,,
1,cloudreader sphinx,,,,,,,
1,tatyova bethic druid,,,,,,,
1,gilded lotus,,,,,,,
1,cold-water snapper,,,,,,,
1,pardic wanderer,,,,,,,
11,island,,,,,,,
6,forest,,,,,,,
DOM,0,3,B,G,,,,
1,stronghold confessor,,,,,,,
1,arbor armament,,,,,,,
1,cabal evangel,,,,,,,
1,caligo skin-witch,,,,,,,
2,llanowar scout,,,,,,,
1,vicious offering,,,,,,,
1,pierce the sky,,,,,,,
1,saproling migration,,,,,,,
2,krosan druid,,,,,,,
1,yavimaya sapherd,,,,,,,
2,soul salvage,,,,,,,
3,thallid omnivore,,,,,,,
1,dark bargain,,,,,,,
1,settle the score,,,,,,,
1,windgrace acolyte,,,,,,,
1,urgoros the empty one,,,,,,,
1,thorn elemental,,,,,,,
1,verdant force,,,,,,,
8,swamp,,,,,,,
8,forest,,,,,,,
1,memorial to unity,,,,,,,
DOM,4,3,B,W,,,,
3,fungal infection,,,,,,,
1,benalish honor guard,,,,,,,
1,knight of new benalia,,,,,,,
1,serra disciple,,,,,,,
1,caligo skin-witch,,,,,,,
1,rat colony,,,,,,,
1,danitha capashen paragon,,,,,,,
1,deathbloom thallid,,,,,,,
1,dread shade,,,,,,,
2,dub,,,,,,,
1,soul salvage,,,,,,,
1,kwende pride of femeref,,,,,,,
1,baird steward of argive,,,,,,,
1,aryel knight of windgrace,,,,,,,
1,jhoira's familiar,,,,,,,
1,dark bargain,,,,,,,
2,eviscerate,,,,,,,
1,arvad the cursed,,,,,,,
7,plains,,,,,,,
2,memorial to folly,,,,,,,
8,swamp,,,,,,,
DOM,2,3,B,G,u,,,
2,stronghold confessor,,,,,,,
1,fungal infection,,,,,,,
2,caligo skin-witch,,,,,,,
2,llanowar scout,,,,,,,
1,cast down,,,,,,,
1,pierce the sky,,,,,,,
1,academy drake,,,,,,,
1,deathbloom thallid,,,,,,,
1,krosan druid,,,,,,,
1,llanowar envoy,,,,,,,
2,deep freeze,,,,,,,
1,soul salvage,,,,,,,
1,thallid omnivore,,,,,,,
1,dark bargain,,,,,,,
1,wild onslaught,,,,,,,
1,cloudreader sphinx,,,,,,,
2,tatyova bethic druid,,,,,,,
1,cold-water snapper,,,,,,,
3,island,,,,,,,
1,memorial to genius,,,,,,,
7,swamp,,,,,,,
6,forest,,,,,,,
GRN,4,3,B,G,,,,
1,pilfering imp,,,,,,,
1,prey upon,,,,,,,
1,burglar rat,,,,,,,
3,devkarin dissident,,,,,,,
1,ironshell beetle,,,,,,,
1,kraul harpooner,,,,,,,
1,severed strands,,,,,,,
1,midnight reaper,,,,,,,
1,generous stray,,,,,,,
1,hitchclaw recluse,,,,,,,
2,pitiless gorgon,,,,,,,
1,bartizan bats,,,,,,,
1,rhiozome lurcher,,,,,,,
2,undercity offering,,,,,,,
1,kraul swarm,,,,,,,
3,kraul foragers,,,,,,,
1,deadly visit,,,,,,,
8,swamp,,,,,,,
8,forest,,,,,,,
1,golgari guildgate,,,,,,,
GRN,6,3,B,U,,,,
1,dazzling lights,,,,,,,
1,passwall adept,,,,,,,
2,burglar rat,,,,,,,
1,child of night,,,,,,,
1,dimir spybug,,,,,,,
1,house guildmage,,,,,,,
1,lazav the multifarious,,,,,,,
1,severed strands,,,,,,,
1,thought erasure,,,,,,,
2,pitiless gorgon,,,,,,,
1,disinformation campaign,,,,,,,
1,notion rain,,,,,,,
2,wishcoin crab,,,,,,,
1,bartizan bats,,,,,,,
1,moodmark painter,,,,,,,
1,etrata the silencer,,,,,,,
1,capture sphere,,,,,,,
2,kraul swarm,,,,,,,
7,island,,,,,,,
7,swamp,,,,,,,
3,dimir guildgate,,,,,,,
GRN,4,3,B,g,U,,,
1,thoughtbound phantasm,,,,,,,
1,barrier of bones,,,,,,,
1,prey upon,,,,,,,
1,nightveil sprite,,,,,,,
1,vedalken mesmerist,,,,,,,
1,severed strands,,,,,,,
1,dimir informant,,,,,,,
2,leapfrog,,,,,,,
1,pitiless gorgon,,,,,,,
1,notion rain,,,,,,,
1,muse drake,,,,,,,
4,bartizan bats,,,,,,,
1,nullhide ferox,,,,,,,
1,watcher in the mist,,,,,,,
1,vigorspore wurm,,,,,,,
1,izoni thousand-eyed,,,,,,,
1,gatekeeper gargoyle,,,,,,,
1,expansion/explosion,,,,,,,
5,island,,,,,,,
5,swamp,,,,,,,
4,forest,,,,,,,
3,dimir guildgate,,,,,,,
GRN,3,3,B,G,,,,
2,dead weight,,,,,,,
1,necrotic wound,,,,,,,
1,prey upon,,,,,,,
4,burglar rat,,,,,,,
1,devkarin dissident,,,,,,,
1,vernadi shieldmate,,,,,,,
1,assassin's trophy,,,,,,,
1,spinal centipede,,,,,,,
1,generous stray,,,,,,,
1,ochran assassin,,,,,,,
1,pitiless gorgon,,,,,,,
4,rhiozome lurcher,,,,,,,
1,golgari findbroker,,,,,,,
1,undercity offering,,,,,,,
1,kraul foragers,,,,,,,
1,deadly visit,,,,,,,
9,swamp,,,,,,,
8,forest,,,,,,,
GRN,4,3,R,W,,,,
1,healer's hawk,,,,,,,
1,goblin banneret,,,,,,,
1,demotion,,,,,,,
1,tenth district guard,,,,,,,
1,fire urchin,,,,,,,
1,goblin locksmith,,,,,,,
1,ornery goblin,,,,,,,
1,swiftblade vindicator,,,,,,,
1,fresh-faced recruit,,,,,,,
2,vernadi shieldmate,,,,,,,
1,blade instructor,,,,,,,
1,skyknight legionnaire,,,,,,,
1,risk factor,,,,,,,
2,direct current,,,,,,,
1,parhelion patrol,,,,,,,
1,hammer dropper,,,,,,,
1,cosmotronic wave,,,,,,,
1,gravitic punch,,,,,,,
1,integrity/intervention,,,,,,,
1,intrusive packbeast,,,,,,,
1,barging sergeant,,,,,,,
1,hellkite whelp,,,,,,,
7,plains,,,,,,,
9,mountain,,,,,,,
GRN,4,3,R,U,w,,,
1,goblin banneret,,,,,,,
1,maximize velocity,,,,,,,
1,fire urchin,,,,,,,
1,goblin cratermaker,,,,,,,
1,beamsplitter mage,,,,,,,
2,goblin electromancer,,,,,,,
2,radical idea,,,,,,,
2,leapfrog,,,,,,,
1,tajic legion's edge,,,,,,,
1,boros locket,,,,,,,
2,muse drake,,,,,,,
1,wishcoin crab,,,,,,,
1,aurelia exemplar of justice,,,,,,,
1,chemister's insight,,,,,,,
1,command the storm,,,,,,,
2,hypothesizzle,,,,,,,
1,book devourer,,,,,,,
1,swathcutter giant,,,,,,,
2,plains,,,,,,,
6,island,,,,,,,
6,mountain,,,,,,,
2,izzet guildgate,,,,,,,
1,boros guildgate,,,,,,,
RIX,4,3,r,U,W,,,
1,mist-cloaked herald,,,,,,,
1,curious obsession,,,,,,,
2,sea legs,,,,,,,
1,matryr of dusk,,,,,,,
1,paladin of atonement,,,,,,,
1,sun sentinel,,,,,,,
1,daring saboteur,,,,,,,
1,exultant skymarcher,,,,,,,
1,sailor of means,,,,,,,
1,protean raider,,,,,,,
2,luminous bonds,,,,,,,
1,deadeye rig-hauler,,,,,,,
1,riverwise augur,,,,,,,
1,spire winder,,,,,,,
1,pirate's prize,,,,,,,
1,run aground,,,,,,,
1,sun-crested pterodon,,,,,,,
1,air elemental,,,,,,,
2,soul of the rapids,,,,,,,
1,spell swindle,,,,,,,
6,plains,,,,,,,
8,island,,,,,,,
1,mountain,,,,,,,
1,highland lake,,,,,,,
1,stone quarry,,,,,,,
RIX,1,3,B,G,w,,,
1,tendershoot dryad,,,,,,,
1,lurking chupacabra,,,,,,,
1,path of discovery,,,,,,,
1,legion's landing//adanto the first fort,,,,,,,
RIX,3,3,U,W,,,,
1,curious obsession,,,,,,,
1,secrets of the golden city,,,,,,,
2,luminous bonds,,,,,,,
1,baffling end,,,,,,,
M19,4,3,,,,,,
2,rustwing falcon,,,,,,,
1,goblin motivator,,,,,,,
1,tormenting voice,,,,,,,
2,marauder's axe,,,,,,,
1,daybreak chaplain,,,,,,,
2,goblin instigator,,,,,,,
1,viashino pyromancer,,,,,,,
2,field creeper,,,,,,,
2,sure strike,,,,,,,
2,shield mare,,,,,,,
1,boggart brute,,,,,,,
2,trumpet blast,,,,,,,
1,leonin warleader,,,,,,,
1,havoc devils,,,,,,,
1,inspired charge,,,,,,,
1,electrify,,,,,,,
1,heroic reinforcements,,,,,,,
7,plains,,,,,,,
7,mountain,,,,,,,
2,stone quarry,,,,,,,
M19,0,3,B,W,,,,
1,leonin wanguard,,,,,,,
3,vampire neonate,,,,,,,
1,fountain of renewal,,,,,,,
1,cavalry drillmaster,,,,,,,
1,daybreak chaplain,,,,,,,
1,child of night,,,,,,,
2,take vengeance,,,,,,,
2,shield mare,,,,,,,
1,ravenous harpy,,,,,,,
2,luminous bonds,,,,,,,
1,dwarven priest,,,,,,,
2,star-crowned stag,,,,,,,
1,hieromancer's cage,,,,,,,
1,angel of the dawn,,,,,,,
1,regal bloodlord,,,,,,,
1,knighly valor,,,,,,,
1,lich's caress,,,,,,,
10,plains,,,,,,,
7,swamp,,,,,,,
M19,2,3,R,W,,,,
2,rustwing falcon,,,,,,,
1,goblin motivator,,,,,,,
1,cavalry drillmaster,,,,,,,
1,daybreak chaplain,,,,,,,
2,viashino pyromancer,,,,,,,
1,lightning mare,,,,,,,
1,knight's pledge,,,,,,,
1,take vengeance,,,,,,,
1,tormenting voice,,,,,,,
1,marauder's axe,,,,,,,
1,boggart brute,,,,,,,
1,catalyst elemental,,,,,,,
1,guttersnipe,,,,,,,
1,luminous bonds,,,,,,,
1,make a stand,,,,,,,
1,sarkhan fireblood,,,,,,,
1,dwarven priest,,,,,,,
1,star-crowned stag,,,,,,,
1,hieromancer's cage,,,,,,,
1,inspired charge,,,,,,,
2,electrify,,,,,,,
7,plains,,,,,,,
7,mountain,,,,,,,
2,stone quarry,,,,,,,
RNA,7,2,B,r,W,,,
1,twilight panther,,,,,,,
1,sky tether,,,,,,,
2,concordia pegasus,,,,,,,
1,orzhov enforcer,,,,,,,
1,pitiless pontiff,,,,,,,
1,sentinel's mark,,,,,,,
1,summary judgment,,,,,,,
1,final payment,,,,,,,
1,ministrant of obligation,,,,,,,
2,noxious groodion,,,,,,,
1,vizkopa vampire,,,,,,,
1,bring to trial,,,,,,,
1,rakdos locket,,,,,,,
1,teysa karlov,,,,,,,
1,carnival/carnage,,,,,,,
1,knight of sorrows,,,,,,,
1,grasping thrull,,,,,,,
1,consecrate/consume,,,,,,,
1,archway angel,,,,,,,
1,consign to the pit,,,,,,,
1,guardian of the guildpact,,,,,,,
7,plains,,,,,,,
5,swamp,,,,,,,
1,mountain,,,,,,,
2,orzhov guildgate,,,,,,,
2,gateway plaza,,,,,,,
RNA,6,3,B,r,W,,,
1,twilight panther,,,,,,,
1,sky tether,,,,,,,
1,impassioned orator,,,,,,,
1,tithe taker,,,,,,,
1,orzhov enforcer,,,,,,,
1,sentinel's mark,,,,,,,
1,final payment,,,,,,,
1,ministrant of obligation,,,,,,,
1,noxious groodion,,,,,,,
2,vizkopa vampire,,,,,,,
1,orzhov locket,,,,,,,
1,mortify,,,,,,,
1,syndicate messenger,,,,,,,
1,carrion imp,,,,,,,
1,daggar caster,,,,,,,
1,dead revels,,,,,,,
1,blade juggler,,,,,,,
2,grasping thrull,,,,,,,
1,get to the point,,,,,,,
1,consign to the pit,,,,,,,
1,guardian of the guildpact,,,,,,,
9,plains,,,,,,,
4,swamp,,,,,,,
4,rakdos guildgate,,,,,,,
RNA,0,3,U,W,,,,
1,sky tether,,,,,,,
1,slimebind,,,,,,,
2,concordia pegasus,,,,,,,
1,impassioned orator,,,,,,,
2,faerie duelist,,,,,,,
1,sentinel's mark,,,,,,,
1,summary judgment,,,,,,,
1,quench,,,,,,,
1,shimmer of possibility,,,,,,,
1,ministrant of obligation,,,,,,,
1,gateway sneak,,,,,,,
1,senate courier,,,,,,,
2,vizkopa vampire,,,,,,,
1,azorius locket,,,,,,,
1,high alert,,,,,,,
1,lawmage's binding,,,,,,,
1,spirit of the spires,,,,,,,
1,lumbering battlement,,,,,,,
1,humongulous,,,,,,,
1,windstorm drake,,,,,,,
1,azorius knight-arbiter,,,,,,,
8,plains,,,,,,,
7,island,,,,,,,
1,azorius guildgate,,,,,,,
RNA,4,3,B,R,,,,
1,spear spewer,,,,,,,
3,footlight fiend,,,,,,,
1,rakdos trumpeter,,,,,,,
2,feral maaka,,,,,,,
1,smelt-ward ignus,,,,,,,
1,fireblade artist,,,,,,,
1,scorchmark,,,,,,,
1,clamor shaman,,,,,,,
3,rakdos roustabout,,,,,,,
1,grotesque demise,,,,,,,
1,light up the stage,,,,,,,
2,daggar caster,,,,,,,
2,dead revels,,,,,,,
1,carnival/carnage,,,,,,,
2,blade juggler,,,,,,,
1,get to the point,,,,,,,
7,swamp,,,,,,,
8,mountain,,,,,,,
1,rakdos guildgate,,,,,,,
RNA,6,3,B,r,W,,,
1,twilight panther,,,,,,,
1,gutterbones,,,,,,,
1,thirsting shade,,,,,,,
1,impassioned orator,,,,,,,
1,prowling caracal,,,,,,,
2,imperious oligarch,,,,,,,
1,sentinel's mark,,,,,,,
1,final payment,,,,,,,
2,vizkopa vampire,,,,,,,
1,orzhov locket,,,,,,,
2,syndicate messenger,,,,,,,
1,carrion imp,,,,,,,
1,undercity scavenger,,,,,,,
1,dead revels,,,,,,,
1,catacomb crocodile,,,,,,,
3,grasping thrull,,,,,,,
1,archway angel,,,,,,,
1,rakdos the showstopper,,,,,,,
6,plains,,,,,,,
4,swamp,,,,,,,
2,mountain,,,,,,,
3,orzhov guildgate,,,,,,,
1,gateway plaza,,,,,,,
1,rakdos guildgate,,,,,,,
RNA,7,2,B,W,,,,
1,twilight panther,,,,,,,
1,concordia pegasus,,,,,,,
1,imperious oligarch,,,,,,,
1,pitiless pontiff,,,,,,,
1,syndicate guildmage,,,,,,,
1,summary judgment,,,,,,,
1,bladebrand,,,,,,,
2,final payment,,,,,,,
1,ministrant of obligation,,,,,,,
1,noxious groodion,,,,,,,
1,vizkopa vampire,,,,,,,
1,orzhov locket,,,,,,,
1,syndicate messenger,,,,,,,
1,carrion imp,,,,,,,
1,senate griffin,,,,,,,
1,seraph of the scales,,,,,,,
1,dead revels,,,,,,,
1,catacomb crocodile,,,,,,,
2,grasping thrull,,,,,,,
1,consign to the pit,,,,,,,
1,sphinx of the guildpact,,,,,,,
8,plains,,,,,,,
7,swamp,,,,,,,
1,orzhov guildgate,,,,,,,
1,gateway plaza,,,,,,,
RNA,2,3,b,U,W,,,
1,sky tether,,,,,,,
1,concordia pegasus,,,,,,,
1,summary judgment,,,,,,,
1,final payment,,,,,,,
2,senate courier,,,,,,,
2,vizkopa vampire,,,,,,,
1,arrester's admonition,,,,,,,
1,code of constraint,,,,,,,
1,dovin grand arbiter,,,,,,,
2,lawmage's binding,,,,,,,
1,syndicate messenger,,,,,,,
1,skitter eel,,,,,,,
1,senate griffin,,,,,,,
1,chillbringer,,,,,,,
1,mesmerizing benthid,,,,,,,
1,azorius knight-arbiter,,,,,,,
1,grasping thrull,,,,,,,
1,tome of the guildpact,,,,,,,
1,prying eyes,,,,,,,
1,gate colossus,,,,,,,
6,plains,,,,,,,
7,island,,,,,,,
1,swamp,,,,,,,
1,orzhov guildgate,,,,,,,
1,rakdos guildgate,,,,,,,
1,gateway plaza,,,,,,,
RNA,5,3,B,r,W,,,
1,concordia pegasus,,,,,,,
1,impassioned orator,,,,,,,
1,orzhov enforcer,,,,,,,
2,imperious oligarch,,,,,,,
1,pitiless pontiff,,,,,,,
1,summary judgment,,,,,,,
2,final payment,,,,,,,
1,forbidding spirit,,,,,,,
1,pestilent spirit,,,,,,,
3,syndicate messenger,,,,,,,
1,vindictive vampire,,,,,,,
1,teysa karlov,,,,,,,
1,basilica bell-haunt,,,,,,,
1,dead revels,,,,,,,
1,kaya's wrath,,,,,,,
1,revival/revenge,,,,,,,
1,bedeck/bedazzle,,,,,,,
1,archway angel,,,,,,,
1,gate colossus,,,,,,,
6,plains,,,,,,,
5,swamp,,,,,,,
5,orzhov guildgate,,,,,,,
2,rakdos guildgate,,,,,,,
GRN,0,3,B,U,,,,
1,thoughtbound phantasm,,,,,,,
1,passwall adept,,,,,,,
1,vedalken mesmerist,,,,,,,
2,burglar rat,,,,,,,
1,whispering snitch,,,,,,,
1,house guildmage,,,,,,,
1,radical idea,,,,,,,
1,severed strands,,,,,,,
1,darkblade agent,,,,,,,
2,whisper agent,,,,,,,
1,pitiless gorgon,,,,,,,
1,notion rain,,,,,,,
1,muse drake,,,,,,,
1,wishcoin crab,,,,,,,
1,bartizan bats,,,,,,,
1,nightveil predator,,,,,,,
1,artful takedown,,,,,,,
2,dowser of lights,,,,,,,
1,lotleth giant,,,,,,,
7,island,,,,,,,
8,swamp,,,,,,,
1,dimie guildgate,,,,,,,
1,gateway plaza,,,,,,,
GRN,4,3,R,U,,,,
1,passwall adept,,,,,,,
1,fire urchin,,,,,,,
2,goblin locksmith,,,,,,,
1,goblin electromancer,,,,,,,
2,fearless halberdier,,,,,,,
1,whisper agent,,,,,,,
1,piston-fist cyclops,,,,,,,
1,wee dragonauts,,,,,,,
3,sonic assault,,,,,,,
2,wishcoin crab,,,,,,,
2,rubblebelt boar,,,,,,,
1,cosmotronic wave,,,,,,,
1,barging sergeant,,,,,,,
1,command the storm,,,,,,,
2,hypothesizzle,,,,,,,
1,book devourer,,,,,,,
7,island,,,,,,,
8,mountain,,,,,,,
2,izzet guildgate,,,,,,,
GRN,0,3,R,W,,,,
1,healer's hawk,,,,,,,
1,goblin banneret,,,,,,,
2,demotion,,,,,,,
1,sunhome stalwart,,,,,,,
1,tenth district guard,,,,,,,
3,fire urchin,,,,,,,
1,ornery goblin,,,,,,,
1,fresh-faced recruit,,,,,,,
1,boros challanger,,,,,,,
1,justice strike,,,,,,,
1,blade instructor,,,,,,,
1,inspiring unicorn,,,,,,,
2,hammer dropper,,,,,,,
2,cosmotronic wave,,,,,,,
1,integrity/intervention,,,,,,,
4,barging sergeant,,,,,,,
8,plains,,,,,,,
8,mountain,,,,,,,
GRN,7,1,B,G,,,,
1,pilfering imp,,,,,,,
1,necrotic wound,,,,,,,
1,whispering snitch,,,,,,,
1,kraul harpooner,,,,,,,
1,swarm guildmage,,,,,,,
1,vernadi shieldmate,,,,,,,
1,severed strands,,,,,,,
1,spinal centipede,,,,,,,
1,district guide,,,,,,,
3,generous stray,,,,,,,
1,hitchclaw recluse,,,,,,,
1,ochran assassin,,,,,,,
1,pitiless gorgon,,,,,,,
2,rhiozome lurcher,,,,,,,
1,undercity uprising,,,,,,,
1,status/statue,,,,,,,
1,kraul foragers,,,,,,,
1,deadly visit,,,,,,,
2,vigorspore wurm,,,,,,,
8,swamp,,,,,,,
8,forest,,,,,,,
1,golgari guildgate,,,,,,,
GRN,2,3,R,W,,,,
1,demotion,,,,,,,
1,righteous blow,,,,,,,
1,bounty agent,,,,,,,
2,tenth district guard,,,,,,,
2,fire urchin,,,,,,,
1,ornery goblin,,,,,,,
1,fresh-faced recruit,,,,,,,
1,blade instructor,,,,,,,
1,legion warboss,,,,,,,
3,skyknight legionnaire,,,,,,,
1,luminous bonds,,,,,,,
1,parhelion patrol,,,,,,,
2,rubblebelt boar,,,,,,,
1,hammer dropper,,,,,,,
2,candlelight vigil,,,,,,,
1,intrusive packbeast,,,,,,,
1,barging sergeant,,,,,,,
1,command the storm,,,,,,,
8,plains,,,,,,,
8,mountain,,,,,,,
GRN,4,3,b,R,U,,,
2,maximize altitude,,,,,,,
1,maximize velocity,,,,,,,
1,selective snare,,,,,,,
2,passwall adept,,,,,,,
2,fire urchin,,,,,,,
1,goblin cratermaker,,,,,,,
1,goblin locksmith,,,,,,,
1,ornery goblin,,,,,,,
3,leapfrog,,,,,,,
1,piston-fist cyclops,,,,,,,
1,izzet locket,,,,,,,
1,rubblebelt boar,,,,,,,
2,crackling drake,,,,,,,
1,price of fame,,,,,,,
1,hellkite whelp,,,,,,,
1,command the storm,,,,,,,
1,hypothesizzle,,,,,,,
5,island,,,,,,,
1,swamp,,,,,,,
8,mountain,,,,,,,
2,dimir guildgate,,,,,,,
1,gateway plaza,,,,,,,
GRN,6,3,R,U,,,,
1,maximize velocity,,,,,,,
1,selective snare,,,,,,,
1,passwall adept,,,,,,,
3,fire urchin,,,,,,,
1,ornery goblin,,,,,,,
2,goblin electromancer,,,,,,,
1,league guildmage,,,,,,,
1,radical idea,,,,,,,
1,leapfrog,,,,,,,
1,piston-fist cyclops,,,,,,,
2,sonic assault,,,,,,,
1,murmuring mystic,,,,,,,
2,erratic cyclops,,,,,,,
1,crackling drake,,,,,,,
1,capture sphere,,,,,,,
1,chemister's insight,,,,,,,
1,watcher in the mist,,,,,,,
1,command the storm,,,,,,,
8,island,,,,,,,
7,mountain,,,,,,,
2,izzet guildgate,,,,,,,
GRN,2,3,R,U,,,,
1,maximize altitude,,,,,,,
1,maximize velocity,,,,,,,
1,selective snare,,,,,,,
2,passwall adept,,,,,,,
1,electrostatic field,,,,,,,
1,fire urchin,,,,,,,
2,goblin electromancer,,,,,,,
1,league guildmage,,,,,,,
